0.176115	0.176115	Ansioso
0.845351	0.845351	por
1.223998	1.232804	empezar
1.620257	1.620257	el
1.813983	1.813983	día
2.492026	2.492026	Tomás
2.879478	2.879478	se
3.126039	3.126039	levanta
3.733636	3.733636	temprano
4.323621	4.376455	para
4.578987	4.578987	salir
4.869577	4.869577	a
5.045692	5.045692	dar
5.257029	5.257029	una
5.574036	5.574036	caminata
6.780423	6.780423	y
6.912509	6.912509	con
7.018178	7.018178	la
7.141459	7.141459	esperanza
7.925170	7.925170	de
8.171731	8.171731	encontrar
8.453515	8.453515	a
8.779327	8.779327	Mooshum
9.122751	9.122751	en
9.272449	9.272449	el
9.624679	9.624679	paseo
