0.000000	Ils
0.000000	arrivèrent
0.000000	finalement
0.000000	dans
0.000000	les
0.000000	bras
0.000000	grands
0.000000	ouverts
0.000000	de
0.000000	leurs
0.000000	parents,
0.000000	que
0.000000	le
0.000000	petit
0.000000	garçon
0.000000	qui
0.000000	s'était
0.000000	échappé
0.000000	du
0.000000	panier
0.000000	avait
0.000000	conduit
0.000000	jusque
0.000000	là.
0.000000	Il
0.000000	avait
0.000000	couru
0.000000	chez
0.000000	lui
0.000000	et
0.000000	avait
0.000000	expliqué
0.000000	ce
0.000000	qui
0.000000	s'était
0.000000	passé
0.000000	aux
0.000000	adultes.
