0.000000	«Je
0.000000	vais
0.000000	vous
0.000000	raconter
0.000000	une
0.000000	histoire
0.000000	qu'on
0.000000	m'a
0.000000	racontée
0.000000	quand
0.000000	j'étais
0.000000	petit»,
0.000000	soupire
0.000000	Mooshum.
0.000000	«Tous
0.000000	les
0.000000	enfants
0.000000	Salish
0.000000	du
0.000000	littoral
0.000000	connaissaient
0.000000	cette
0.000000	histoire
0.000000	-
0.000000	et
0.000000	après
0.000000	l'avoir
0.000000	entendue,
0.000000	je
0.000000	ne
0.000000	suis
0.000000	plus
0.000000	jamais
0.000000	sorti
0.000000	de
0.000000	mon
0.000000	lit
0.000000	la
0.000000	nuit.
0.000000	
