0.202758	From
0.465150	inside
0.870666	it,
1.490866	they
1.747295	heard
1.908309	a
2.099140	loud
2.641815	BARK!
4.265501	///
4.265501	Chewie's
4.668661	in
4.855197	there!
5.611621	///
5.611621	I
5.814379	really
5.969429	don't
6.309346	know
6.309346	if
6.642336	we
6.696491	should
6.895062	go
6.967270	in,
7.138268	Niko -
7.746541	it's
7.961226	kind of
8.297094	scary
8.748391	looking.
9.350714	///
9.350714	But
9.607143	Layla,
10.251197	we
10.459918	still
10.716049	need
10.818343	to
11.010897	find
11.193424	him!
11.587013	Dare
11.825552	to
12.081981	explore,
13.006318	right
13.292564	everyone?
