0.167206	Et
0.318489	ils
0.561336	entendent
0.93556	un
1.110729	gros
1.946761	WOUF
2.575776	en
2.750945	provenance
3.157018	de
3.340149	l’intérieur
3.933334	du
4.080635	tourbillon!
5.426249	///
5.426249	Chewie
5.788529	est
5.955736	là-dedans!
7.142106	///
7.142106	Je ne
7.357085	sais
7.536235	vraiment
8.109515	pas
8.280702	si nous
8.543455	devrions
8.857963	entrer,
9.522808	Niko…
10.784818	C’est
11.039609	vraiment
11.704454	bizarre.
13.077936	///
13.077936	Mais
13.324765	Layla,
14.228476	nous
14.415588	devons
14.634549	le retrouver!
15.582052	Il
15.75324	faut
15.976182	oser
16.43799	explorer,
17.043118	non?
