0.000000	Dès
0.000000	qu'elle
0.000000	sort
0.000000	de
0.000000	la
0.000000	voiture,
0.000000	Lily
0.000000	laisse
0.000000	son
0.000000	sac
0.000000	par
0.000000	terre
0.000000	pour
0.000000	que
0.000000	Thomas
0.000000	le
0.000000	porte.
0.000000	Thomas
0.000000	prend
0.000000	son
0.000000	sac
0.000000	et
0.000000	jette
0.000000	des
0.000000	coups
0.000000	de
0.000000	pied
0.000000	dans
0.000000	celui
0.000000	de
0.000000	Lily
0.000000	pour
0.000000	le
0.000000	pousser
0.000000	jusqu'au
0.000000	chalet.
