0.065248	C’est
0.248564	la
0.416345	Station
0.826475	spatiale
1.143394	internationale!
2.594387	///
2.594387	David
2.905092	Saint-Jacques
3.67564	leur
3.983238	fait
4.259765	un
4.29705	salut
4.461724	du
4.648147	hublot.
5.499478	Et
5.667259	Chewie
6.360131	est
6.515484	à
6.680157	ses
6.925614	côtés!
7.736554	Il
7.839087	était
8.140471	parti
8.43564	à
8.64692	toute
8.895484	allure
9.43611	parce
9.709531	qu’il
9.923917	voulait
10.209766	rendre
10.613682	visite
10.856032	à
10.883996	David!
11.915536	///
11.915536	Cette
12.334988	fois,
12.583552	tu
12.70162	restes
12.94397	avec
13.257782	nous,
13.509453	Chewie!
