0.182915	La
0.384122	créature
0.996889	pousse
1.271261	un
1.445031	petit
1.783424	gloussement
2.816896	et
2.958655	devient
3.55313	orange
4.069866	vif:
5.331982	elle
5.441731	est
5.679521	heureuse
6.036206	maintenant!
6.914199	///
6.914199	Aider
7.170281	cette
7.522393	créature
7.869932	solitaire
9.068027	leur
9.24637	a
9.365264	donné
9.657929	l’envie
9.946021	de
10.096926	retourner
10.462756	à
10.618234	la
10.856024	maison,
11.994672	mais
12.159296	ils
12.406232	n’avaient
12.671459	toujours
13.188195	pas
13.357391	retrouvé
13.84669	Chewie!
14.89388	///
14.89388	As-tu
15.140816	vu
15.319158	un
15.579813	chien
16.041674	passer
16.434942	par
16.562982	ici?
17.358664	///
17.358664	La
17.564444	créature
18.387563	montre
18.634498	la
18.771685	Terre
19.036912	du
19.233546	doigt.
19.838403	///
19.838403	Ouaf!
20.167065	Ouaf!
