0.10563	Chewie
0.849755	monte
1.072093	dans
1.267019	le
1.416259	vaisseau
1.888345	des
1.973625	enfants.
2.616272	Ce
2.713735	n’était
2.884295	pas
3.003078	trop
3.411204	tôt
3.986845	parce
4.136085	qu’il
4.251822	était
4.647765	grand
4.940154	temps
5.104623	de
5.132035	retourner
5.783818	sur
6.134076	Terre.
7.23358	Mais
7.544243	au
7.714803	moment
8.281307	où
8.482324	Gemma
8.774713	s’apprête
9.237662	à
9.298577	mettre
9.654926	les
9.925994	gaz…
10.964584	///
10.964584	Oh
11.229562	non!
12.295563	On
12.47526	n’a
12.685415	plus
12.935164	de
12.974758	carburant!
