0.163459	Et
0.414628	quand
0.64985	ils
0.889059	ressortent
1.339568	de
1.459173	l’autre
1.841906	côté,
3.827338	c’est
4.118375	magique.
6.00015	C’est
6.243345	un
6.378897	endroit
7.152824	tellement
7.916008	incroyable
9.157704	qu’ils
9.380965	doivent
9.687949	se
9.911211	pincer
10.477338	pour
10.608903	s’assurer
11.039478	que
11.167056	leur
11.382344	imagination
11.980365	ne
12.223561	leur
12.430875	joue
12.717925	pas
12.877398	des
13.096672	tours.
13.956531	Tout
14.201019	autour,
15.70006	tellement
16.377817	de
16.581145	belles
16.931984	choses
17.1991	à…
