0.180802	Gemma
0.663732	poked
0.939692	her
1.172831	head
1.353633	up
1.634351	and
1.841321	took
1.995954	a
2.207682	long,
2.673959	careful
2.964194	look
3.461398	at
3.637441	the
3.713568	creature.
4.845957	She
5.074338	gazed
5.426425	deep
5.688111	into
5.830849	its
6.163905	cosmic
6.625424	eyes
7.167829	and
7.400968	thought
7.669791	she
7.876761	could
8.176511	see...
9.206604	could
9.356479	it
9.558691	be...
10.679185	tears?
12.337325	///
12.337325	Hey everyone,
13.505399	I
13.674305	don't
13.864623	think
14.059698	this
14.204815	is
14.3309	a
14.509323	scary
14.694882	monster.
15.755902	Look!
17.061955	///
17.061955	She
17.226104	just
17.421179	wants
17.644802	to
17.723308	be
17.913625	friends
18.20148	with
18.341839	us.
18.872349	It's
19.053151	very
19.433786	lonely
19.895305	out
20.042801	here
20.223603	in
20.359204	space,
20.642301	after
21.003904	all.
