0.151702	...à
0.294736	travers
0.680493	les
0.762845	superbes
1.213618	aurores
1.79442	boréales
2.357886	colorées
3.081722	qui
3.315777	ont
3.562834	astrouflé
4.143637	tout
4.317011	le
4.360355	monde,
4.997504	ce
5.088525	qui
5.266233	arrive
5.92072	quand
6.094094	un
6.159109	astronaute
6.900283	est
7.095328	époustouflé.
8.304612	///
8.304612	Enfin,
9.193153	le
9.370861	parachute
9.921324	arc-en-ciel
10.74485	géant
11.082929	du
11.17395	vaisseau
11.494692	s’ouvre.
12.426577	///
12.426577	Alors
12.847009	qu’ils
13.024717	descendent
13.354128	doucement
13.830906	en
13.891587	direction
14.207994	de
14.277344	leur
14.498396	cabane,
15.395606	ils
15.586317	conviennent
16.032755	tous
16.669904	que
17.268044	toute
17.584452	cette
17.887856	aventure
18.199929	les
18.394975	a
18.538008	vraiment
18.876087	fatigués.
