3.380094	Suddenly,
4.34266	everything
4.953956	went
5.370443	quiet.
6.492272	///
6.492272	The
6.740821	kids
6.975935	looked
7.305095	back
7.553644	at
7.694712	Earth.
8.319443	It
8.447077	was
8.641885	like
8.870282	a
9.004632	dazzling
9.649516	giant
10.146614	blue
10.442186	marble,
11.16768	shrinking
11.799129	quickly
12.161876	as
12.376838	they
12.658974	sped
12.941111	away.
13.585995	///
13.585995	At
13.787521	least
14.042788	for
14.244314	now,
14.862328	everyone
15.325838	agreed
15.75576	that
15.943852	being
16.145378	in
16.373774	space
16.884307	wasn't
17.119421	so
17.36797	scary.
