0.184378	[YAWN]
1.029444	Let's
1.234308	all
1.454537	catch
1.674767	a
1.797685	little
2.151076	nap
2.499346	before
2.816886	we
2.980777	land.
3.866816	///
3.866816	Good
4.143383	idea,
4.445558	Layla.
5.326475	Mathias
5.674744	and
5.94619	Niko
6.402013	are
6.535175	already
6.975633	asleep!
7.805334	///
7.805334	They
8.112631	curled
8.368711	up
8.558211	in
8.655521	their
8.839899	sleeping
9.157439	bags
9.674722	and
9.900073	drifted
10.217613	peacefully
10.950003	off
11.231691	to
11.395583	sleep...
