0.074657	Pero
0.472825	justo
0.783894	en
1.119849	ese
1.381147	momento
2.227254	escuchan
2.550766	el
2.799621	CHASQUEO
3.558630	del
3.782600	collar
4.205654	de
4.479394	Lily
4.802906	que
4.977105	viene
5.275731	de
5.586800	afuera
6.283595	y
6.457794	saben
6.731534	que
7.017718	tienen
7.515428	que
7.751841	ser
7.950925	los
8.336651	Sásqets
9.319629	que
9.506270	vienen
9.717797	a
9.842225	buscar
10.364821	el
10.563905	salmón
10.912302	seco
11.484669	que
11.646425	Tomás
12.305892	dejó
12.741388	para
13.189328	ellos
