0.105749	0.105749	Luego
0.819556	0.819556	se
0.986992	0.986992	iban
1.330677	1.330677	al
1.533363	1.533363	río
1.718424	1.718424	a
1.877047	1.877047	bañarse
2.846415	2.846415	esperando
3.569034	3.569034	depurarse
4.644150	4.644150	y
4.882086	4.882086	con
5.093584	5.093584	el
5.296270	5.296270	tiempo
5.957202	5.957202	podían
6.635759	6.635759	lograr
7.129255	7.129255	los
7.437690	7.437690	poderes
7.843062	7.843062	de
7.992873	7.992873	un
8.195559	8.195559	shxwlám
9.270676	9.270676	pleno
