0.174958	It's
0.312009	the
0.37616	International
1.283026	Space
1.574622	Station!
2.32111	///
2.32111	David
2.851816	Saint-Jacques
3.478749	waved
3.758682	to
3.889901	them
4.149422	from
4.298136	the
4.406027	window.
5.207918	And
5.543254	Chewie
5.855263	was
6.050632	right
6.292658	there
6.511355	with
6.721305	him!
7.435717	He
7.636919	had
7.843952	raced
8.112221	off,
8.397986	wanting
8.753734	to
8.905365	visit
9.109482	with
9.293188	David
9.6606	this
9.905541	whole
10.21755	time.
11.147744	///
11.147744	This
11.421844	time,
11.832996	you're
12.083769	staying
12.366618	with
12.535744	us,
12.798181	Chewie.
