0.223522	The
0.428275	creature
0.875319	gurgled
1.322362	and
1.569772	turned
1.820594	bright
2.119192	orange -
3.149782	she
3.294815	was
3.492743	happy
3.876655	now!
4.463613	///
4.463613	Helping
4.80828	this
5.045452	lonely
5.437895	creature
5.919065	made
6.234725	them
6.451422	all
6.630581	a
6.741489	little
7.043499	homesick -
7.975125	but
8.09627	they
8.381218	still
8.601327	needed
8.87945	to
9.079084	find
9.346969	Chewie!
10.03801	///
10.03801	Have
10.205225	you
10.379265	seen
10.541361	a
10.682982	dog
10.945748	come
11.116375	this
11.326247	way?
11.749403	///
11.749403	The
11.930268	creature
12.425087	pointed
12.838006	in
12.926732	a
13.054703	direction
13.657017	back
13.923196	towards
14.368534	Earth.
14.735382	///
14.735382	ARF!
15.03398	ARF!
