0.153478	Chewie
0.613912	climbed
0.946448	into
1.22015	the
1.378744	kids'
1.580824	ship.
2.263801	And
2.435185	not
2.54262	a
2.639822	moment
3.10793	too
3.294662	soon,
3.898342	as
4.036473	it
4.164371	was
4.320407	long
4.658059	past
5.028964	time
5.248949	to
5.3615	head
5.491956	back
5.921695	to
5.99076	Earth.
6.722339	But
6.868143	as
7.106034	Gemma
7.459033	went
7.627859	to
7.832496	push
8.075503	the
8.254561	throttle
8.697089	forward...
9.520755	///
9.520755	Oh
9.773994	no!
10.416044	We
10.589985	ran
10.712768	out
10.825318	of
10.989028	fuel!
